number,name,type1,type2,total,hp,attack,defense,sp_atk,sp_def,speed,generation,is_legendary,stat_tier,type1_encoded,has_second_type,hp_scaled,attack_scaled,defense_scaled,sp_atk_scaled,sp_def_scaled,speed_scaled,total_scaled
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,0,Uber,15,1,0.38976377952755903,0.6972972972972973,0.4285714285714286,0.4619565217391304,0.34782608695652173,0.28717948717948716,0.4473684210526315
248,Tyranitar,Rock,Dark,700,100,164,150,95,120,71,2,0,Uber,15,1,0.38976377952755903,0.8594594594594596,0.5918367346938775,0.4619565217391304,0.43478260869565216,0.3384615384615384,0.5526315789473684
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,2,1,Uber,14,1,0.41338582677165353,0.4594594594594595,0.5102040816326531,0.43478260869565216,0.5826086956521739,0.5384615384615384,0.531578947368421
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,2,1,Uber,6,1,0.41338582677165353,0.6756756756756757,0.3469387755102041,0.5434782608695652,0.5826086956521739,0.4358974358974359,0.531578947368421
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,1,Uber,14,1,0.38976377952755903,0.5135135135135136,0.3877551020408163,0.48913043478260865,0.34782608695652173,0.4871794871794871,0.4473684210526315
252,Treecko,Grass,None,310,40,45,35,65,55,70,3,0,Weak,9,0,0.15354330708661418,0.21621621621621623,0.12244897959183676,0.29891304347826086,0.15217391304347827,0.3333333333333333,0.14210526315789476
253,Grovyle,Grass,None,405,50,65,45,85,65,95,3,0,Average,9,0,0.19291338582677164,0.32432432432432434,0.163265306122449,0.4076086956521739,0.19565217391304346,0.4615384615384615,0.24210526315789474
254,Sceptile,Grass,None,530,70,85,65,105,85,120,3,0,Strong,9,0,0.27165354330708663,0.43243243243243246,0.2448979591836735,0.5163043478260869,0.28260869565217395,0.5897435897435898,0.37368421052631573
254,Sceptile,Grass,Dragon,630,70,110,75,145,85,145,3,0,Uber,9,1,0.27165354330708663,0.5675675675675675,0.2857142857142857,0.733695652173913,0.28260869565217395,0.717948717948718,0.47894736842105257
255,Torchic,Fire,None,310,45,60,40,70,50,45,3,0,Weak,6,0,0.1732283464566929,0.2972972972972973,0.14285714285714288,0.3260869565217391,0.13043478260869565,0.20512820512820515,0.14210526315789476
256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,0,Average,6,1,0.23228346456692914,0.43243243243243246,0.22448979591836737,0.4076086956521739,0.17391304347826086,0.2564102564102564,0.24210526315789474
257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,0,Strong,6,1,0.3110236220472441,0.6216216216216217,0.2653061224489796,0.5434782608695652,0.2173913043478261,0.3846153846153846,0.37368421052631573
257,Blaziken,Fire,Fighting,630,80,160,80,130,80,100,3,0,Uber,6,1,0.3110236220472441,0.8378378378378379,0.30612244897959184,0.6521739130434783,0.2608695652173913,0.4871794871794871,0.47894736842105257
258,Mudkip,Water,None,310,50,70,50,50,50,40,3,0,Weak,17,0,0.19291338582677164,0.35135135135135137,0.1836734693877551,0.21739130434782608,0.13043478260869565,0.1794871794871795,0.14210526315789476
259,Marshtomp,Water,Ground,405,70,85,70,60,70,50,3,0,Average,17,1,0.27165354330708663,0.43243243243243246,0.2653061224489796,0.2717391304347826,0.2173913043478261,0.23076923076923075,0.24210526315789474
260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,0,Strong,17,1,0.38976377952755903,0.5675675675675675,0.3469387755102041,0.4076086956521739,0.30434782608695654,0.28205128205128205,0.3789473684210526
260,Swampert,Water,Ground,635,100,150,110,95,110,70,3,0,Uber,17,1,0.38976377952755903,0.7837837837837838,0.4285714285714286,0.4619565217391304,0.391304347826087,0.3333333333333333,0.4842105263157894
261,Poochyena,Dark,None,220,35,55,35,30,30,35,3,0,Very Weak,1,0,0.13385826771653545,0.2702702702702703,0.12244897959183676,0.10869565217391305,0.043478260869565216,0.15384615384615385,0.04736842105263159
262,Mightyena,Dark,None,420,70,90,70,60,60,70,3,0,Average,1,0,0.27165354330708663,0.4594594594594595,0.2653061224489796,0.2717391304347826,0.17391304347826086,0.3333333333333333,0.2578947368421053
263,Zigzagoon,Normal,None,240,38,30,41,30,41,60,3,0,Very Weak,12,0,0.1456692913385827,0.13513513513513514,0.1469387755102041,0.10869565217391305,0.09130434782608696,0.28205128205128205,0.06842105263157897
263,Zigzagoon,Dark,Normal,240,38,30,41,30,41,60,3,0,Very Weak,1,1,0.1456692913385827,0.13513513513513514,0.1469387755102041,0.10869565217391305,0.09130434782608696,0.28205128205128205,0.06842105263157897
264,Linoone,Normal,None,420,78,70,61,50,61,100,3,0,Average,12,0,0.3031496062992126,0.35135135135135137,0.2285714285714286,0.21739130434782608,0.17826086956521742,0.4871794871794871,0.2578947368421053
264,Linoone,Dark,Normal,420,78,70,61,50,61,100,3,0,Average,1,1,0.3031496062992126,0.35135135135135137,0.2285714285714286,0.21739130434782608,0.17826086956521742,0.4871794871794871,0.2578947368421053
265,Wurmple,Bug,None,195,45,45,35,20,30,20,3,0,Very Weak,0,0,0.1732283464566929,0.21621621621621623,0.12244897959183676,0.05434782608695652,0.043478260869565216,0.07692307692307693,0.02105263157894738
266,Silcoon,Bug,None,205,50,35,55,25,25,15,3,0,Very Weak,0,0,0.19291338582677164,0.16216216216216217,0.20408163265306126,0.08152173913043478,0.021739130434782608,0.05128205128205129,0.03157894736842107
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,0,Weak,0,1,0.23228346456692914,0.35135135135135137,0.1836734693877551,0.48913043478260865,0.13043478260869565,0.30769230769230765,0.23157894736842108
268,Cascoon,Bug,None,205,50,35,55,25,25,15,3,0,Very Weak,0,0,0.19291338582677164,0.16216216216216217,0.20408163265306126,0.08152173913043478,0.021739130434782608,0.05128205128205129,0.03157894736842107
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,0,Weak,0,1,0.23228346456692914,0.24324324324324326,0.2653061224489796,0.21739130434782608,0.30434782608695654,0.30769230769230765,0.22105263157894736
270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,0,Very Weak,17,1,0.15354330708661418,0.13513513513513514,0.10204081632653061,0.16304347826086957,0.13043478260869565,0.12820512820512822,0.04736842105263159
271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,0,Weak,17,1,0.23228346456692914,0.24324324324324326,0.1836734693877551,0.2717391304347826,0.2173913043478261,0.23076923076923075,0.1736842105263158
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,0,Average,17,1,0.3110236220472441,0.35135135135135137,0.2653061224489796,0.43478260869565216,0.34782608695652173,0.3333333333333333,0.32105263157894737
273,Seedot,Grass,None,220,40,40,50,30,30,30,3,0,Very Weak,9,0,0.15354330708661418,0.1891891891891892,0.1836734693877551,0.10869565217391305,0.043478260869565216,0.12820512820512822,0.04736842105263159
274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,0,Weak,9,1,0.27165354330708663,0.35135135135135137,0.14285714285714288,0.2717391304347826,0.08695652173913043,0.28205128205128205,0.1736842105263158
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,0,Average,9,1,0.35039370078740156,0.5135135135135136,0.22448979591836737,0.43478260869565216,0.17391304347826086,0.3846153846153846,0.32105263157894737
276,Taillow,Normal,Flying,270,40,55,30,30,30,85,3,0,Very Weak,12,1,0.15354330708661418,0.2702702702702703,0.10204081632653061,0.10869565217391305,0.043478260869565216,0.41025641025641024,0.1
277,Swellow,Normal,Flying,455,60,85,60,75,50,125,3,0,Average,12,1,0.23228346456692914,0.43243243243243246,0.22448979591836737,0.35326086956521735,0.13043478260869565,0.6153846153846154,0.2947368421052632
278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,0,Very Weak,17,1,0.15354330708661418,0.13513513513513514,0.10204081632653061,0.24456521739130435,0.043478260869565216,0.41025641025641024,0.1
279,Pelipper,Water,Flying,440,60,50,100,95,70,65,3,0,Average,17,1,0.23228346456692914,0.24324324324324326,0.3877551020408163,0.4619565217391304,0.2173913043478261,0.30769230769230765,0.2789473684210526
280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,0,Very Weak,14,1,0.1062992125984252,0.10810810810810811,0.0816326530612245,0.19021739130434784,0.06521739130434784,0.1794871794871795,0.024210526315789488
281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,0,Very Weak,14,1,0.1456692913385827,0.16216216216216217,0.12244897959183676,0.29891304347826086,0.15217391304347827,0.23076923076923075,0.10842105263157895
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,0,Strong,14,1,0.2637795275590551,0.32432432432432434,0.2448979591836735,0.625,0.41304347826086957,0.3846153846153846,0.3610526315789473
282,Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,3,0,Uber,14,1,0.2637795275590551,0.43243243243243246,0.2448979591836735,0.842391304347826,0.5,0.4871794871794871,0.46631578947368413
283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,0,Very Weak,0,1,0.15354330708661418,0.13513513513513514,0.11020408163265308,0.21739130434782608,0.1391304347826087,0.30769230769230765,0.09894736842105264
284,Masquerain,Bug,Flying,454,70,60,62,100,82,80,3,0,Average,0,1,0.27165354330708663,0.2972972972972973,0.23265306122448984,0.48913043478260865,0.26956521739130435,0.3846153846153846,0.29368421052631577
285,Shroomish,Grass,None,295,60,40,60,40,60,35,3,0,Very Weak,9,0,0.23228346456692914,0.1891891891891892,0.22448979591836737,0.16304347826086957,0.17391304347826086,0.15384615384615385,0.1263157894736842
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,0,Average,9,1,0.23228346456692914,0.6756756756756757,0.30612244897959184,0.2717391304347826,0.17391304347826086,0.3333333333333333,0.30000000000000004
287,Slakoth,Normal,None,280,60,60,60,35,35,30,3,0,Very Weak,12,0,0.23228346456692914,0.2972972972972973,0.22448979591836737,0.1358695652173913,0.06521739130434784,0.12820512820512822,0.11052631578947367
288,Vigoroth,Normal,None,440,80,80,80,55,55,90,3,0,Average,12,0,0.3110236220472441,0.40540540540540543,0.30612244897959184,0.24456521739130435,0.15217391304347827,0.4358974358974359,0.2789473684210526
289,Slaking,Normal,None,670,150,160,100,95,65,100,3,0,Uber,12,0,0.5866141732283464,0.8378378378378379,0.3877551020408163,0.4619565217391304,0.19565217391304346,0.4871794871794871,0.5210526315789473
290,Nincada,Bug,Ground,266,31,45,90,30,30,40,3,0,Very Weak,0,1,0.11811023622047245,0.21621621621621623,0.3469387755102041,0.10869565217391305,0.043478260869565216,0.1794871794871795,0.09578947368421051
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,0,Average,0,1,0.23622047244094488,0.4594594594594595,0.163265306122449,0.21739130434782608,0.13043478260869565,0.7948717948717948,0.2957894736842105
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,0,Very Weak,0,1,0.0,0.4594594594594595,0.163265306122449,0.10869565217391305,0.043478260869565216,0.1794871794871795,0.06421052631578947
293,Whismur,Normal,None,240,64,51,23,51,23,28,3,0,Very Weak,12,0,0.24803149606299213,0.24864864864864866,0.07346938775510206,0.22282608695652176,0.013043478260869573,0.11794871794871795,0.06842105263157897
294,Loudred,Normal,None,360,84,71,43,71,43,48,3,0,Weak,12,0,0.32677165354330706,0.3567567567567568,0.15510204081632656,0.33152173913043476,0.1,0.22051282051282053,0.19473684210526318
295,Exploud,Normal,None,490,104,91,63,91,73,68,3,0,Average,12,0,0.40551181102362205,0.4648648648648649,0.23673469387755106,0.4402173913043478,0.23043478260869565,0.32307692307692304,0.331578947368421
296,Makuhita,Fighting,None,237,72,60,30,20,30,25,3,0,Very Weak,5,0,0.2795275590551181,0.2972972972972973,0.10204081632653061,0.05434782608695652,0.043478260869565216,0.10256410256410256,0.06526315789473686
297,Hariyama,Fighting,None,474,144,120,60,40,60,50,3,0,Average,5,0,0.562992125984252,0.6216216216216217,0.22448979591836737,0.16304347826086957,0.17391304347826086,0.23076923076923075,0.3147368421052632
298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,0,Very Weak,12,1,0.19291338582677164,0.08108108108108109,0.14285714285714288,0.05434782608695652,0.08695652173913043,0.07692307692307693,0.01578947368421052
299,Nosepass,Rock,None,375,30,45,135,45,90,30,3,0,Weak,15,0,0.11417322834645668,0.21621621621621623,0.5306122448979592,0.19021739130434784,0.30434782608695654,0.12820512820512822,0.2105263157894737
300,Skitty,Normal,None,260,50,45,45,35,35,50,3,0,Very Weak,12,0,0.19291338582677164,0.21621621621621623,0.163265306122449,0.1358695652173913,0.06521739130434784,0.23076923076923075,0.08947368421052634
301,Delcatty,Normal,None,400,70,65,65,55,55,90,3,0,Average,12,0,0.27165354330708663,0.32432432432432434,0.2448979591836735,0.24456521739130435,0.15217391304347827,0.4358974358974359,0.23684210526315788
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,0,Weak,1,1,0.19291338582677164,0.3783783783783784,0.2857142857142857,0.29891304347826086,0.19565217391304346,0.23076923076923075,0.2157894736842105
302,Sableye,Dark,Ghost,480,50,85,125,85,115,20,3,0,Average,1,1,0.19291338582677164,0.43243243243243246,0.4897959183673469,0.4076086956521739,0.41304347826086957,0.07692307692307693,0.32105263157894737
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,0,Weak,16,1,0.19291338582677164,0.43243243243243246,0.326530612244898,0.24456521739130435,0.15217391304347827,0.23076923076923075,0.2157894736842105
303,Mawile,Steel,Fairy,480,50,105,125,55,95,50,3,0,Average,16,1,0.19291338582677164,0.5405405405405406,0.4897959183673469,0.24456521739130435,0.32608695652173914,0.23076923076923075,0.32105263157894737
304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,0,Weak,16,1,0.19291338582677164,0.35135135135135137,0.3877551020408163,0.16304347826086957,0.08695652173913043,0.12820512820512822,0.16315789473684209
305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,0,Average,16,1,0.23228346456692914,0.4594594594594595,0.5510204081632654,0.21739130434782608,0.13043478260869565,0.1794871794871795,0.2684210526315789
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,0,Strong,16,1,0.27165354330708663,0.5675675675675675,0.7142857142857143,0.2717391304347826,0.17391304347826086,0.23076923076923075,0.37368421052631573
306,Aggron,Steel,None,630,70,140,230,60,80,50,3,0,Uber,16,0,0.27165354330708663,0.7297297297297298,0.9183673469387755,0.2717391304347826,0.2608695652173913,0.23076923076923075,0.47894736842105257
307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,0,Very Weak,5,1,0.11417322834645668,0.1891891891891892,0.20408163265306126,0.16304347826086957,0.15217391304347827,0.28205128205128205,0.11052631578947367
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,0,Average,5,1,0.23228346456692914,0.2972972972972973,0.2857142857142857,0.2717391304347826,0.2391304347826087,0.3846153846153846,0.2473684210526316
308,Medicham,Fighting,Psychic,510,60,100,85,80,85,100,3,0,Strong,5,1,0.23228346456692914,0.5135135135135136,0.326530612244898,0.3804347826086956,0.28260869565217395,0.4871794871794871,0.3526315789473684
309,Electrike,Electric,None,295,40,45,40,65,40,65,3,0,Very Weak,3,0,0.15354330708661418,0.21621621621621623,0.14285714285714288,0.29891304347826086,0.08695652173913043,0.30769230769230765,0.1263157894736842
310,Manectric,Electric,None,475,70,75,60,105,60,105,3,0,Average,3,0,0.27165354330708663,0.3783783783783784,0.22448979591836737,0.5163043478260869,0.17391304347826086,0.5128205128205128,0.3157894736842105
310,Manectric,Electric,None,575,70,75,80,135,80,135,3,0,Strong,3,0,0.27165354330708663,0.3783783783783784,0.30612244897959184,0.6793478260869564,0.2608695652173913,0.6666666666666666,0.42105263157894735
311,Plusle,Electric,None,405,60,50,40,85,75,95,3,0,Average,3,0,0.23228346456692914,0.24324324324324326,0.14285714285714288,0.4076086956521739,0.2391304347826087,0.4615384615384615,0.24210526315789474
312,Minun,Electric,None,405,60,40,50,75,85,95,3,0,Average,3,0,0.23228346456692914,0.1891891891891892,0.1836734693877551,0.35326086956521735,0.28260869565217395,0.4615384615384615,0.24210526315789474
313,Volbeat,Bug,None,430,65,73,75,47,85,85,3,0,Average,0,0,0.25196850393700787,0.3675675675675676,0.2857142857142857,0.2010869565217391,0.28260869565217395,0.41025641025641024,0.2684210526315789
314,Illumise,Bug,None,430,65,47,75,73,85,85,3,0,Average,0,0,0.25196850393700787,0.22702702702702704,0.2857142857142857,0.34239130434782605,0.28260869565217395,0.41025641025641024,0.2684210526315789
315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,0,Average,9,1,0.19291338582677164,0.2972972972972973,0.163265306122449,0.48913043478260865,0.2608695652173913,0.30769230769230765,0.23684210526315788
316,Gulpin,Poison,None,302,70,43,53,43,53,40,3,0,Weak,13,0,0.27165354330708663,0.20540540540540542,0.1959183673469388,0.1793478260869565,0.14347826086956522,0.1794871794871795,0.13368421052631577
317,Swalot,Poison,None,467,100,73,83,73,83,55,3,0,Average,13,0,0.38976377952755903,0.3675675675675676,0.3183673469387755,0.34239130434782605,0.2739130434782609,0.2564102564102564,0.3073684210526316
318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,0,Weak,17,1,0.1732283464566929,0.4594594594594595,0.06122448979591837,0.29891304347826086,0.0,0.30769230769230765,0.1368421052631579
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,0,Average,17,1,0.27165354330708663,0.6216216216216217,0.14285714285714288,0.4619565217391304,0.08695652173913043,0.4615384615384615,0.30000000000000004
319,Sharpedo,Water,Dark,560,70,140,70,110,65,105,3,0,Strong,17,1,0.27165354330708663,0.7297297297297298,0.2653061224489796,0.5434782608695652,0.19565217391304346,0.5128205128205128,0.40526315789473677
320,Wailmer,Water,None,400,130,70,35,70,35,60,3,0,Average,17,0,0.5078740157480315,0.35135135135135137,0.12244897959183676,0.3260869565217391,0.06521739130434784,0.28205128205128205,0.23684210526315788
321,Wailord,Water,None,500,170,90,45,90,45,60,3,0,Strong,17,0,0.6653543307086615,0.4594594594594595,0.163265306122449,0.43478260869565216,0.10869565217391305,0.28205128205128205,0.3421052631578947
322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,0,Weak,6,1,0.23228346456692914,0.2972972972972973,0.14285714285714288,0.29891304347826086,0.10869565217391305,0.15384615384615385,0.1368421052631579
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,0,Average,6,1,0.27165354330708663,0.5135135135135136,0.2653061224489796,0.5163043478260869,0.2391304347826087,0.1794871794871795,0.30000000000000004
323,Camerupt,Fire,Ground,560,70,120,100,145,105,20,3,0,Strong,6,1,0.27165354330708663,0.6216216216216217,0.3877551020408163,0.733695652173913,0.3695652173913044,0.07692307692307693,0.40526315789473677
324,Torkoal,Fire,None,470,70,85,140,85,70,20,3,0,Average,6,0,0.27165354330708663,0.43243243243243246,0.5510204081632654,0.4076086956521739,0.2173913043478261,0.07692307692307693,0.31052631578947365
325,Spoink,Psychic,None,330,60,25,35,70,80,60,3,0,Weak,14,0,0.23228346456692914,0.10810810810810811,0.12244897959183676,0.3260869565217391,0.2608695652173913,0.28205128205128205,0.16315789473684209
326,Grumpig,Psychic,None,470,80,45,65,90,110,80,3,0,Average,14,0,0.3110236220472441,0.21621621621621623,0.2448979591836735,0.43478260869565216,0.391304347826087,0.3846153846153846,0.31052631578947365
327,Spinda,Normal,None,360,60,60,60,60,60,60,3,0,Weak,12,0,0.23228346456692914,0.2972972972972973,0.22448979591836737,0.2717391304347826,0.17391304347826086,0.28205128205128205,0.19473684210526318
328,Trapinch,Ground,None,290,45,100,45,45,45,10,3,0,Very Weak,10,0,0.1732283464566929,0.5135135135135136,0.163265306122449,0.19021739130434784,0.10869565217391305,0.02564102564102564,0.12105263157894738
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,0,Weak,10,1,0.19291338582677164,0.35135135135135137,0.1836734693877551,0.21739130434782608,0.13043478260869565,0.3333333333333333,0.1736842105263158
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,0,Strong,10,1,0.3110236220472441,0.5135135135135136,0.30612244897959184,0.3804347826086956,0.2608695652173913,0.4871794871794871,0.3631578947368421
331,Cacnea,Grass,None,335,50,85,40,85,40,35,3,0,Weak,9,0,0.19291338582677164,0.43243243243243246,0.14285714285714288,0.4076086956521739,0.08695652173913043,0.15384615384615385,0.16842105263157894
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,0,Average,9,1,0.27165354330708663,0.5945945945945947,0.22448979591836737,0.5706521739130435,0.17391304347826086,0.2564102564102564,0.3157894736842105
333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,0,Weak,12,1,0.1732283464566929,0.1891891891891892,0.22448979591836737,0.16304347826086957,0.2391304347826087,0.23076923076923075,0.14210526315789476
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,0,Average,2,1,0.29133858267716534,0.35135135135135137,0.3469387755102041,0.3260869565217391,0.3695652173913044,0.3846153846153846,0.331578947368421
334,Altaria,Dragon,Fairy,590,75,110,110,110,105,80,3,0,Strong,2,1,0.29133858267716534,0.5675675675675675,0.4285714285714286,0.5434782608695652,0.3695652173913044,0.3846153846153846,0.4368421052631578
335,Zangoose,Normal,None,458,73,115,60,60,60,90,3,0,Average,12,0,0.28346456692913385,0.5945945945945947,0.22448979591836737,0.2717391304347826,0.17391304347826086,0.4358974358974359,0.2978947368421052
336,Seviper,Poison,None,458,73,100,60,100,60,65,3,0,Average,13,0,0.28346456692913385,0.5135135135135136,0.22448979591836737,0.48913043478260865,0.17391304347826086,0.30769230769230765,0.2978947368421052
337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70,3,0,Average,15,1,0.35039370078740156,0.2702702702702703,0.2448979591836735,0.4619565217391304,0.28260869565217395,0.3333333333333333,0.30000000000000004
338,Solrock,Rock,Psychic,460,90,95,85,55,65,70,3,0,Average,15,1,0.35039370078740156,0.48648648648648657,0.326530612244898,0.24456521739130435,0.19565217391304346,0.3333333333333333,0.30000000000000004
339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,0,Very Weak,17,1,0.19291338582677164,0.23243243243243245,0.15510204081632656,0.1956521739130435,0.09130434782608696,0.28205128205128205,0.11894736842105261
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,0,Average,17,1,0.42913385826771655,0.3945945945945946,0.27755102040816326,0.358695652173913,0.2217391304347826,0.28205128205128205,0.30842105263157893
341,Corphish,Water,None,308,43,80,65,50,35,35,3,0,Weak,17,0,0.16535433070866143,0.40540540540540543,0.2448979591836735,0.21739130434782608,0.06521739130434784,0.15384615384615385,0.13999999999999999
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,0,Average,17,1,0.2440944881889764,0.6216216216216217,0.326530612244898,0.43478260869565216,0.15217391304347827,0.2564102564102564,0.30842105263157893
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,0,Weak,10,1,0.15354330708661418,0.1891891891891892,0.20408163265306126,0.16304347826086957,0.2173913043478261,0.2564102564102564,0.13157894736842105
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,0,Strong,10,1,0.23228346456692914,0.35135135135135137,0.40816326530612246,0.3260869565217391,0.43478260869565216,0.358974358974359,0.3421052631578947
345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,0,Weak,15,1,0.2559055118110236,0.1945945945945946,0.2938775510204082,0.2771739130434782,0.29130434782608694,0.09230769230769231,0.18947368421052632
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,0,Average,15,1,0.3346456692913386,0.41081081081081083,0.37551020408163266,0.3858695652173913,0.3782608695652174,0.19487179487179487,0.33684210526315783
347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,0,Weak,15,1,0.1732283464566929,0.48648648648648657,0.1836734693877551,0.16304347826086957,0.13043478260869565,0.358974358974359,0.18947368421052632
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,0,Average,15,1,0.29133858267716534,0.6486486486486487,0.3877551020408163,0.3260869565217391,0.2608695652173913,0.20512820512820515,0.33684210526315783
349,Feebas,Water,None,200,20,15,20,10,55,80,3,0,Very Weak,17,0,0.07480314960629922,0.05405405405405406,0.06122448979591837,0.0,0.15217391304347827,0.3846153846153846,0.02631578947368421
350,Milotic,Water,None,540,95,60,79,100,125,81,3,0,Strong,17,0,0.3700787401574803,0.2972972972972973,0.3020408163265306,0.48913043478260865,0.45652173913043476,0.38974358974358975,0.38421052631578945
351,Castform,Normal,None,420,70,70,70,70,70,70,3,0,Average,12,0,0.27165354330708663,0.35135135135135137,0.2653061224489796,0.3260869565217391,0.2173913043478261,0.3333333333333333,0.2578947368421053
351,Castform,Fire,None,420,70,70,70,70,70,70,3,0,Average,6,0,0.27165354330708663,0.35135135135135137,0.2653061224489796,0.3260869565217391,0.2173913043478261,0.3333333333333333,0.2578947368421053
351,Castform,Water,None,420,70,70,70,70,70,70,3,0,Average,17,0,0.27165354330708663,0.35135135135135137,0.2653061224489796,0.3260869565217391,0.2173913043478261,0.3333333333333333,0.2578947368421053
351,Castform,Ice,None,420,70,70,70,70,70,70,3,0,Average,11,0,0.27165354330708663,0.35135135135135137,0.2653061224489796,0.3260869565217391,0.2173913043478261,0.3333333333333333,0.2578947368421053
352,Kecleon,Normal,None,440,60,90,70,60,120,40,3,0,Average,12,0,0.23228346456692914,0.4594594594594595,0.2653061224489796,0.2717391304347826,0.43478260869565216,0.1794871794871795,0.2789473684210526
353,Shuppet,Ghost,None,295,44,75,35,63,33,45,3,0,Very Weak,8,0,0.16929133858267717,0.3783783783783784,0.12244897959183676,0.2880434782608695,0.05652173913043479,0.20512820512820515,0.1263157894736842
354,Banette,Ghost,None,455,64,115,65,83,63,65,3,0,Average,8,0,0.24803149606299213,0.5945945945945947,0.2448979591836735,0.3967391304347826,0.18695652173913047,0.30769230769230765,0.2947368421052632
354,Banette,Ghost,None,555,64,165,75,93,83,75,3,0,Strong,8,0,0.24803149606299213,0.8648648648648649,0.2857142857142857,0.45108695652173914,0.2739130434782609,0.358974358974359,0.4
355,Duskull,Ghost,None,295,20,40,90,30,90,25,3,0,Very Weak,8,0,0.07480314960629922,0.1891891891891892,0.3469387755102041,0.10869565217391305,0.30434782608695654,0.10256410256410256,0.1263157894736842
356,Dusclops,Ghost,None,455,40,70,130,60,130,25,3,0,Average,8,0,0.15354330708661418,0.35135135135135137,0.5102040816326531,0.2717391304347826,0.47826086956521735,0.10256410256410256,0.2947368421052632
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,0,Average,9,1,0.3858267716535433,0.34054054054054056,0.3183673469387755,0.3369565217391304,0.29130434782608694,0.23589743589743592,0.30000000000000004
358,Chimecho,Psychic,None,455,75,50,80,95,90,65,3,0,Average,14,0,0.29133858267716534,0.24324324324324326,0.30612244897959184,0.4619565217391304,0.30434782608695654,0.30769230769230765,0.2947368421052632
359,Absol,Dark,None,465,65,130,60,75,60,75,3,0,Average,1,0,0.25196850393700787,0.6756756756756757,0.22448979591836737,0.35326086956521735,0.17391304347826086,0.358974358974359,0.3052631578947368
359,Absol,Dark,None,565,65,150,60,115,60,115,3,0,Strong,1,0,0.25196850393700787,0.7837837837837838,0.22448979591836737,0.5706521739130435,0.17391304347826086,0.5641025641025641,0.41052631578947363
360,Wynaut,Psychic,None,260,95,23,48,23,48,23,3,0,Very Weak,14,0,0.3700787401574803,0.0972972972972973,0.17551020408163268,0.07065217391304349,0.12173913043478263,0.09230769230769231,0.08947368421052634
361,Snorunt,Ice,None,300,50,50,50,50,50,50,3,0,Weak,11,0,0.19291338582677164,0.24324324324324326,0.1836734693877551,0.21739130434782608,0.13043478260869565,0.23076923076923075,0.13157894736842105
